,location,total_sqft,bath,price,bhk,encoded_loc
7156,Marathahalli,1240.0,2,55.0,2,165
7157,Uttarahalli,1330.0,2,46.45,3,226
7158,Banashankari Stage III,1500.0,2,100.0,3,32
7159,Cox Town,1073.0,2,72.0,2,66
7160,Kudlu,1300.0,2,56.0,2,151
7161,Whitefield,1216.0,2,66.88,2,235
7162,Jigani,1252.0,3,59.0,3,117
7163,Hormavu,1196.0,2,44.8,2,103
7164,Others,1270.0,2,57.15,3,184
7165,Mico Layout,1171.0,2,39.0,2,168
7166,Kothannur,1215.0,2,48.6,3,149
7167,Others,600.0,1,20.0,1,184
7168,Whitefield,1180.0,2,77.0,2,235
7169,Electronic City Phase II,1160.0,2,33.51,2,78
7170,Whitefield,2140.0,3,139.0,3,235
7171,Yeshwanthpur,1500.0,3,100.0,3,240
7172,Banaswadi,1008.0,2,52.0,2,35
7173,Ambedkar Nagar,1921.0,4,129.0,3,15
7174,Electronic City,1127.0,2,32.0,2,77
7175,Rajaji Nagar,1621.0,3,124.0,3,195
7176,Others,1030.0,2,77.25,3,184
7177,Whitefield,1314.0,2,84.0,2,235
7178,JP Nagar,1590.0,2,85.0,3,113
7179,Shivaji Nagar,703.0,2,49.5,2,210
7180,Hosakerehalli,1795.0,3,64.62,3,105
7181,Gottigere,3000.0,3,132.0,4,85
7182,Electronic City,825.0,2,35.0,2,77
7183,Others,1254.0,2,70.0,3,184
7184,Ramagondanahalli,2040.0,3,114.0,3,197
7185,Others,1820.0,3,79.5,3,184
7186,Horamavu Agara,1623.0,3,89.0,3,101
7187,Electronic City,1200.0,2,40.5,2,77
7188,Gottigere,1613.0,3,72.0,3,85
7189,Others,1293.0,2,80.0,2,184
7190,Kudlu Gate,940.0,2,69.57,2,152
7191,Sarjapur  Road,1181.0,2,65.0,3,204
7192,Marathahalli,1100.0,2,75.0,1,165
7193,Others,1050.0,2,36.0,2,184
7194,Subramanyapura,1260.0,2,75.0,3,215
7195,Others,1500.0,3,56.0,3,184
7196,Others,1000.0,2,66.0,2,184
7197,Whitefield,1530.0,3,73.0,3,235
7198,Others,1864.0,3,115.0,3,184
7199,Sarjapur,1575.0,3,55.0,3,203
7200,Raja Rajeshwari Nagar,945.0,2,45.0,2,194
7201,Sarjapur  Road,1691.0,3,100.0,3,204
7202,Electronic City Phase II,1220.0,3,35.25,3,78
7203,Kengeri,600.0,1,35.0,1,139
7204,Whitefield,1160.0,2,39.0,2,235
7205,Others,1950.0,2,89.5,3,184
7206,Others,2400.0,4,150.0,4,184
7207,Abbigere,795.0,1,32.6,2,12
7208,Kalyan nagar,2285.0,4,165.0,3,126
7209,Others,1263.0,2,51.5,2,184
7210,Hennur,1345.0,2,69.0,3,98
7211,Others,4400.0,5,240.0,5,184
7212,Electronic City,1360.0,2,58.0,3,77
7213,Sarjapur  Road,1026.0,2,60.55,2,204
7214,Uttarahalli,1460.0,3,76.0,3,226
7215,Others,1525.0,2,91.48,3,184
7216,Koramangala,1642.0,2,115.0,3,148
7217,Others,975.0,2,60.0,2,184
7218,Bisuvanahalli,1075.0,2,44.0,3,50
7219,Panathur,1210.0,2,77.93,2,187
7220,Others,2000.0,3,100.0,3,184
7221,Akshaya Nagar,1225.0,2,68.0,2,13
7222,Jakkur,1290.0,2,80.04,2,114
7223,Others,1220.0,2,56.0,2,184
7224,Others,1500.0,2,85.0,1,184
7225,Kaggadasapura,1361.0,2,79.0,2,122
7226,1st Phase JP Nagar,1394.0,2,85.0,2,2
7227,Yelahanka,870.0,2,27.0,2,237
7228,Others,5000.0,5,300.0,4,184
7229,Rajaji Nagar,1222.0,2,98.0,2,195
7230,Bellandur,1846.0,3,135.0,3,44
7231,Yeshwanthpur,1167.0,2,64.08,2,240
7232,Kannamangala,2422.0,4,135.0,4,132
7233,Kundalahalli,1260.0,2,58.0,2,154
7234,Jigani,939.0,2,39.0,2,117
7235,Jalahalli,600.0,1,37.0,1,115
7236,8th Phase JP Nagar,1298.0,2,59.0,2,9
7237,Marathahalli,1710.0,3,135.0,3,165
7238,Subramanyapura,1000.0,2,45.0,2,215
7239,Ramagondanahalli,3350.0,3,150.0,3,197
7240,Others,1100.0,2,68.0,2,184
7241,Jalahalli,615.0,1,46.0,1,115
7242,Sarjapur  Road,1350.0,2,85.0,2,204
7243,Sultan Palaya,5000.0,5,325.0,4,216
7244,Hegde Nagar,1718.0,3,130.0,3,97
7245,7th Phase JP Nagar,1680.0,3,112.0,3,8
7246,Hulimavu,1500.0,2,90.0,2,108
7247,Sarjapur  Road,1157.0,2,72.0,3,204
7248,Akshaya Nagar,1179.0,2,51.0,2,13
7249,Hulimavu,1942.5,2,60.48,2,108
7250,Jalahalli East,1010.0,2,52.0,2,116
7251,Electronic City,630.0,1,46.0,1,77
7252,Kaval Byrasandra,1025.0,2,60.0,2,137
7253,Hennur Road,1195.0,2,59.0,2,99
7254,Whitefield,1012.0,2,58.0,2,235
7255,Hegde Nagar,1884.0,4,118.0,3,97
7256,Sarjapura - Attibele Road,1090.0,2,37.0,2,205
7257,Harlur,1710.0,3,85.0,3,94
7258,Uttarahalli,1500.0,3,68.0,3,226
7259,Kodichikkanahalli,1310.0,2,53.0,3,142
7260,Dommasandra,674.0,1,19.9,2,75
7261,Hoodi,1350.0,3,70.0,3,100
7262,Others,1464.0,2,115.0,3,184
7263,Electronic City,1400.0,2,40.45,3,77
7264,Electronic City Phase II,1625.0,2,48.75,3,78
7265,Electronic City,1065.0,2,30.76,2,77
7266,Others,1385.0,3,90.0,3,184
7267,CV Raman Nagar,1040.0,2,50.0,2,57
7268,Haralur Road,1817.0,3,110.0,3,93
7269,Others,1205.0,2,47.0,2,184
7270,Others,1070.0,2,33.43,2,184
7271,Others,1070.0,2,52.0,2,184
7272,Amruthahalli,1340.0,2,75.0,2,16
7273,Kalena Agrahara,980.0,2,35.0,2,125
7274,8th Phase JP Nagar,1006.0,2,44.0,2,9
7275,Thanisandra,1098.0,2,71.0,2,219
7276,Mico Layout,1200.0,2,53.5,2,168
7277,Thigalarapalya,4190.0,4,325.0,4,220
7278,Sarjapur  Road,1019.0,2,62.0,2,204
7279,Whitefield,1150.0,2,40.21,2,235
7280,Anekal,1733.5,3,120.0,3,19
7281,Others,1750.0,3,58.0,3,184
7282,Others,1537.0,3,81.0,3,184
7283,Kanakpura Road,1452.0,3,55.6,3,131
7284,Domlur,1246.0,2,95.0,2,74
7285,Yelahanka,1890.0,4,85.0,3,237
7286,Electronic City Phase II,972.0,2,40.0,2,78
7287,Electronic City,630.0,1,33.7,1,77
7288,Others,1255.0,2,60.0,3,184
7289,Doddaballapur,2440.0,3,142.0,3,71
7290,Kanakpura Road,1938.0,3,92.69,3,131
7291,Bannerghatta Road,1711.0,3,125.0,3,38
7292,CV Raman Nagar,1392.0,2,95.0,2,57
7293,Haralur Road,1225.0,2,77.0,2,93
7294,Sarjapur  Road,3418.0,3,235.0,4,204
7295,Green Glen Layout,1750.0,3,120.0,3,86
7296,Subramanyapura,1260.0,2,80.0,3,215
7297,Sarjapur  Road,691.0,1,31.1,1,204
7298,Haralur Road,1285.0,2,78.0,2,93
7299,Hebbal,1590.0,3,96.0,3,95
7300,9th Phase JP Nagar,1571.0,3,65.0,3,10
7301,Hebbal Kempapura,2800.0,5,220.0,5,96
7302,Garudachar Palya,1060.0,2,48.66,2,82
7303,Others,2400.0,2,185.0,3,184
7304,Bannerghatta Road,1520.0,2,81.0,3,38
7305,Kanakpura Road,2245.0,2,70.99,3,131
7306,Others,1170.0,2,45.51,2,184
7307,OMBR Layout,1580.0,3,75.0,3,181
7308,Ardendale,1777.26,3,89.0,3,21
7309,Raja Rajeshwari Nagar,1303.0,2,55.78,2,194
7310,Kodichikkanahalli,1680.0,2,59.0,2,142
7311,Whitefield,1495.0,2,70.0,3,235
7312,Yelahanka,1835.0,3,108.0,3,237
7313,Others,1080.0,2,38.0,2,184
7314,Electronic City,1025.0,2,29.61,2,77
7315,Haralur Road,1225.0,2,67.48,2,93
7316,Balagere,656.0,1,34.77,1,29
7317,Sarjapur  Road,994.0,2,45.0,2,204
7318,Others,1025.0,2,65.0,2,184
7319,Marathahalli,1156.0,2,52.0,2,165
7320,JP Nagar,1250.0,2,60.0,2,113
7321,Kundalahalli,3092.0,4,230.0,4,154
7322,Hegde Nagar,1930.0,4,122.0,3,97
7323,Others,1020.0,2,70.0,2,184
7324,Kumaraswami Layout,1310.0,2,70.0,3,153
7325,Jalahalli,917.5,1,27.565,1,115
7326,Kanakpura Road,1322.0,2,70.0,2,131
7327,Kothanur,1160.0,2,57.0,2,150
7328,5th Block Hbr Layout,1100.0,2,48.0,2,5
7329,Chikkalasandra,1090.0,2,47.42,2,63
7330,KR Puram,2000.0,2,75.0,2,119
7331,Others,1155.0,2,69.0,2,184
7332,Vishveshwarya Layout,4000.0,6,230.0,6,232
7333,Sarjapur  Road,3913.0,5,176.0,4,204
7334,JP Nagar,1125.0,2,39.98,2,113
7335,Yelahanka,1847.0,3,92.0,3,237
7336,7th Phase JP Nagar,1515.0,2,76.0,3,8
7337,Yelahanka,2500.0,3,120.0,5,237
7338,Sarjapur  Road,1130.0,2,55.0,2,204
7339,Bellandur,1049.0,2,51.0,2,44
7340,Amruthahalli,2650.0,4,175.0,3,16
7341,Varthur Road,850.0,2,25.4,2,228
7342,Jakkur,1282.0,2,72.0,2,114
7343,Kalena Agrahara,800.0,2,40.0,2,125
7344,Magadi Road,1318.0,2,68.0,3,159
7345,Kanakpura Road,1698.0,2,105.0,2,131
7346,Others,1555.0,2,67.0,3,184
7347,Sarjapur  Road,1881.0,3,145.0,3,204
7348,Yelahanka,1890.0,3,109.0,3,237
7349,Old Madras Road,935.0,2,32.0,2,183
7350,Cox Town,1000.0,2,58.0,2,66
7351,Singasandra,1510.0,3,75.0,3,211
7352,Uttarahalli,1120.0,2,50.0,2,226
7353,Talaghattapura,1175.0,2,62.0,2,218
7354,Bellandur,1350.0,2,63.0,3,44
7355,Others,2180.0,4,115.0,4,184
7356,Kasavanhalli,1715.0,3,112.0,3,134
7357,Hebbal,1072.0,2,45.0,2,95
7358,Panathur,1230.0,2,80.0,2,187
7359,Murugeshpalya,1600.0,2,65.0,3,170
7360,Thanisandra,1411.0,3,93.25,3,219
7361,Rayasandra,3600.0,5,145.0,5,199
7362,Jalahalli,2404.0,3,138.0,3,115
7363,Doddathoguru,1208.0,3,45.0,3,73
7364,Haralur Road,1225.0,2,69.84,2,93
7365,Hebbal,1162.0,2,69.0,2,95
7366,Thanisandra,1262.0,2,65.0,3,219
7367,Others,1050.0,2,35.0,2,184
7368,Channasandra,1500.0,3,61.95,3,60
7369,Others,1610.0,3,85.0,3,184
7370,Whitefield,1340.0,2,41.0,2,235
7371,Sarjapur  Road,2275.0,4,182.0,3,204
7372,Others,3150.0,3,135.0,4,184
7373,Hosa Road,1170.0,2,65.0,2,104
7374,Channasandra,1800.0,3,60.0,3,60
7375,Banashankari Stage VI,1423.0,2,71.73,3,34
7376,Kaggadasapura,1106.0,2,40.0,2,122
7377,Others,1255.0,2,56.7,2,184
7378,Babusapalaya,1061.0,2,38.95,2,27
7379,Others,600.0,2,29.5,2,184
7380,Electronic City Phase II,1400.0,2,40.45,3,78
7381,Domlur,2100.0,3,145.0,3,74
7382,Kengeri,633.0,1,18.0,2,139
7383,ITPL,1334.0,2,55.43,2,110
7384,Hennur Road,2047.0,3,67.55,3,99
7385,Others,2597.0,4,189.0,4,184
7386,Bellandur,1211.0,2,63.0,2,44
7387,Hennur Road,1904.0,3,129.0,3,99
7388,Balagere,1205.0,2,73.87,2,29
7389,Yeshwanthpur,1164.0,2,64.08,2,240
7390,Others,1410.0,2,73.0,2,184
7391,Others,1150.0,2,42.0,2,184
7392,Others,1170.0,2,53.11,2,184
7393,Hennur,1420.0,2,62.0,2,98
7394,Panathur,1125.0,2,45.0,2,187
7395,NRI Layout,1789.0,3,75.0,3,173
7396,Hulimavu,1021.0,2,76.0,2,108
7397,Kalena Agrahara,1222.0,2,48.0,2,125
7398,Hennur Road,1981.0,3,134.0,3,99
7399,Yelachenahalli,1103.0,2,55.0,2,236
7400,Others,1201.0,2,65.0,2,184
7401,Sarjapur  Road,970.0,2,36.0,2,204
7402,Sarjapur,920.0,2,33.0,2,203
7403,Yeshwanthpur,1520.0,3,85.0,3,240
7404,Sonnenahalli,1268.0,2,75.0,3,214
7405,Others,660.0,1,30.0,1,184
7406,Harlur,1755.0,3,115.0,3,94
7407,Hoskote,945.0,2,35.0,2,106
7408,8th Phase JP Nagar,500.0,1,33.0,1,9
7409,Harlur,4145.0,4,153.5,4,94
7410,Rachenahalli,1167.0,2,37.5,2,193
7411,Domlur,1276.0,2,80.0,2,74
7412,Thanisandra,1234.0,2,51.0,2,219
7413,ISRO Layout,1370.0,2,87.0,3,109
7414,Electronic City,1400.0,3,90.0,3,77
7415,Others,1050.0,2,40.0,2,184
7416,Ramagondanahalli,1251.0,2,46.0,2,197
7417,Yeshwanthpur,1677.0,3,92.13,3,240
7418,Sarjapur  Road,1346.0,2,67.38,2,204
7419,Electronic City Phase II,1090.0,2,31.48,2,78
7420,Kanakapura,1290.0,2,51.1,3,130
7421,Garudachar Palya,1150.0,2,52.0,2,82
7422,Others,950.0,2,65.0,2,184
7423,Ramamurthy Nagar,1050.0,2,51.66,2,198
7424,Hoodi,1660.0,3,131.0,3,100
7425,Nagavarapalya,1134.0,2,55.0,2,177
7426,Hebbal,1100.0,2,60.0,2,95
7427,Others,980.0,3,80.0,3,184
7428,CV Raman Nagar,705.0,2,50.0,1,57
7429,Others,1200.0,2,35.0,3,184
7430,Anandapura,1200.0,2,50.0,2,17
7431,Talaghattapura,1804.0,3,127.0,3,218
7432,Battarahalli,1090.0,2,38.37,2,41
7433,Electronic City,1287.0,3,55.0,3,77
7434,Thigalarapalya,2215.0,4,157.0,3,220
7435,Sarjapur  Road,1045.0,2,42.15,2,204
7436,Hormavu,1263.0,2,47.36,2,103
7437,Whitefield,1431.0,3,85.0,3,235
7438,Dommasandra,999.0,2,32.9,2,75
7439,Others,1535.0,3,72.0,3,184
7440,Marathahalli,2524.0,5,180.0,4,165
7441,7th Phase JP Nagar,2095.0,3,150.0,3,8
7442,Others,1265.0,2,68.0,2,184
7443,Kudlu Gate,1215.0,2,44.96,2,152
7444,Yelahanka New Town,2200.0,2,180.0,2,238
7445,Electronics City Phase 1,1028.0,2,51.0,2,79
7446,Hegde Nagar,1835.0,2,92.0,3,97
7447,Munnekollal,1800.0,3,65.0,3,169
7448,Sarjapur  Road,2880.0,3,211.0,4,204
7449,Dasanapura,708.0,2,31.15,2,67
7450,Hosakerehalli,925.0,2,46.25,2,105
7451,Bannerghatta Road,2826.0,3,148.0,3,38
7452,Kanakpura Road,648.5,1,33.66,1,131
7453,Others,3500.0,4,150.0,4,184
7454,Others,5400.0,4,250.0,4,184
7455,Amruthahalli,1450.0,2,90.0,3,16
7456,Kasavanhalli,1100.0,2,65.0,2,134
7457,Kadubeesanahalli,1185.0,2,55.0,2,120
7458,9th Phase JP Nagar,1900.0,4,80.0,4,10
7459,Others,660.0,1,35.0,1,184
7460,Ambedkar Nagar,1920.0,4,121.0,3,15
7461,Sarjapur  Road,3418.0,2,222.0,4,204
7462,1st Phase JP Nagar,4550.0,2,240.0,4,2
7463,Bhoganhalli,1205.0,2,68.32,2,47
7464,Haralur Road,1200.0,2,46.0,2,93
7465,Akshaya Nagar,1421.0,2,73.0,3,13
7466,6th Phase JP Nagar,1250.0,3,48.9,3,7
7467,Whitefield,524.0,1,29.0,1,235
7468,HSR Layout,4200.0,5,245.0,5,92
7469,Rachenahalli,985.0,2,50.17,2,193
7470,Whitefield,2830.0,4,161.0,4,235
7471,Others,1140.0,2,60.0,2,184
7472,5th Block Hbr Layout,3600.0,5,130.0,5,5
7473,Raja Rajeshwari Nagar,1700.0,2,86.0,3,194
7474,Devanahalli,1975.0,2,62.425,2,69
7475,Dasarahalli,1333.0,2,86.65,2,68
7476,Electronic City,1258.0,2,85.5,2,77
7477,Others,1458.0,2,87.0,3,184
7478,Electronic City,1386.0,2,85.0,2,77
7479,Others,550.0,1,27.0,1,184
7480,Lakshminarayana Pura,1200.0,2,83.0,2,157
7481,Others,1081.0,2,39.0,2,184
7482,Whitefield,2135.0,3,149.0,4,235
7483,Whitefield,2500.0,4,100.0,4,235
7484,Others,1178.0,2,80.0,2,184
7485, Devarachikkanahalli,991.0,2,40.0,2,0
7486,Gottigere,1493.0,2,90.0,3,85
7487,Subramanyapura,2495.0,3,130.0,3,215
7488,Kammasandra,1080.0,2,31.99,2,129
7489,Dasanapura,814.0,2,53.0,2,67
7490,Electronic City,1025.0,2,50.0,2,77
7491,Whitefield,3075.0,2,188.0,4,235
7492,Others,1175.0,2,52.86,2,184
7493,KR Puram,1100.0,2,45.0,2,119
7494,Banashankari,1450.0,2,50.75,2,30
7495,6th Phase JP Nagar,1810.0,3,131.0,3,7
7496,Others,1426.0,2,71.0,3,184
7497,Sector 7 HSR Layout,2400.0,2,195.0,3,207
7498,Kalyan nagar,1100.0,2,70.0,2,126
7499,Electronic City Phase II,650.0,1,35.0,1,78
7500,Kaikondrahalli,900.0,2,27.0,2,124
7501,Billekahalli,1360.0,2,110.0,2,48
7502,Yeshwanthpur,674.0,1,36.85,1,240
7503,Whitefield,1655.0,3,110.0,3,235
7504,Others,1300.0,2,95.0,2,184
7505,Others,936.0,1,53.0,1,184
7506,Others,1277.0,2,92.0,2,184
7507,Hormavu,1015.0,2,39.08,2,103
7508,Budigere,1153.0,2,60.0,2,56
7509,Kengeri,1035.0,2,51.5,2,139
7510,KR Puram,3300.0,3,255.0,5,119
7511,Uttarahalli,1150.0,2,46.0,2,226
7512,Malleshwaram,1020.0,2,80.0,2,164
7513,Brookefield,1225.0,2,72.0,2,55
7514,Channasandra,830.0,2,36.28,2,60
7515,Jalahalli,905.0,2,55.0,2,115
7516,Vijayanagar,1375.0,2,75.0,3,231
7517,Electronic City,1140.0,2,33.84,2,77
7518,Hormavu,1550.0,2,60.0,3,103
7519,Kannamangala,957.0,2,55.0,2,132
7520,9th Phase JP Nagar,890.0,2,45.0,2,10
7521,KR Puram,3000.0,4,235.0,4,119
7522,Others,2400.0,5,150.0,5,184
7523,Rachenahalli,925.0,2,37.0,2,193
7524,Kammasandra,1415.0,2,60.0,2,129
7525,Thanisandra,1225.0,2,37.0,2,219
7526,Hennur Road,2000.0,4,90.0,4,99
7527,Whitefield,840.0,1,57.0,1,235
7528,Thanisandra,1732.0,3,112.0,3,219
7529,Parappana Agrahara,1200.0,1,45.0,1,188
7530,Bhoganhalli,1260.0,2,69.9,2,47
7531,Others,1092.0,2,49.0,2,184
7532,Others,827.0,2,34.0,2,184
7533,Chamrajpet,650.0,1,40.0,2,58
7534,Whitefield,1725.0,3,106.0,3,235
7535,Jalahalli,1000.0,2,70.0,2,115
7536,TC Palaya,1350.0,1,55.0,1,217
7537,Bellandur,1717.0,3,110.0,3,44
7538,Kanakpura Road,700.0,2,34.0,2,131
7539,Others,800.0,2,32.0,2,184
7540,Sonnenahalli,1415.0,2,65.0,3,214
7541,7th Phase JP Nagar,1976.0,3,145.0,3,8
7542,Kambipura,883.0,2,37.01,2,127
7543,Yelahanka,700.0,1,38.0,1,237
7544,Sarjapur,1445.0,3,50.0,3,203
7545,Battarahalli,2082.0,3,104.0,3,41
7546,Thanisandra,933.0,2,66.0,2,219
7547,Electronic City Phase II,1155.0,2,57.0,2,78
7548,Bannerghatta,1200.0,2,73.2,2,37
7549,Others,1055.0,2,43.0,2,184
7550,Rajaji Nagar,1555.0,3,125.0,3,195
7551,Bellandur,1420.0,3,62.0,3,44
7552,KR Puram,1035.0,2,40.0,2,119
7553,Yelahanka New Town,488.0,1,20.0,1,238
7554,Others,2760.0,5,140.0,5,184
7555,Others,993.0,2,42.0,2,184
7556,Hoodi,1225.0,2,45.0,2,100
7557,Sompura,825.0,2,32.0,2,213
7558,Electronic City Phase II,1800.0,3,92.0,3,78
7559,Kanakpura Road,1167.0,2,63.0,2,131
7560,Sarjapur,1150.0,2,41.0,2,203
7561,Others,650.0,1,50.0,1,184
7562,Sarjapur  Road,675.0,1,27.0,1,204
7563,Others,2260.0,3,90.0,2,184
7564,Others,1050.0,1,32.39,1,184
7565,Yelahanka New Town,1100.0,2,58.0,2,238
7566,Uttarahalli,1330.0,2,58.0,3,226
7567,Others,2400.0,5,75.0,6,184
7568,Banashankari,1770.0,3,108.0,3,30
7569,Prithvi Layout,2100.0,3,125.0,3,191
7570,Pai Layout,1000.0,2,42.0,2,186
7571,Ramamurthy Nagar,2916.0,5,230.0,4,198
7572,Kanakpura Road,1419.59,2,65.0,3,131
7573,Kodihalli,1400.0,3,81.0,3,145
7574,Horamavu Agara,750.0,2,37.49,2,101
7575,Bannerghatta,1070.0,2,87.0,2,37
7576,Kannamangala,1536.0,3,107.0,3,132
7577,JP Nagar,2400.0,3,196.0,3,113
7578,Sarjapur  Road,2582.5,2,102.92,3,204
7579,Electronic City,1342.0,2,72.0,2,77
7580,Others,1600.0,3,130.0,3,184
7581,Kanakapura,938.0,1,50.0,1,130
7582,Budigere,1820.0,3,99.0,3,56
7583,Bhoganhalli,2439.0,4,170.0,4,47
7584,Kanakpura Road,1665.0,3,78.0,3,131
7585,Basavangudi,1850.0,3,150.0,3,39
7586,Bommanahalli,1091.0,2,40.0,2,51
7587,Brookefield,3675.0,4,176.0,4,55
7588,JP Nagar,1060.0,2,33.95,2,113
7589,Whitefield,1059.0,2,57.0,2,235
7590,Hebbal,1299.0,2,97.0,2,95
7591,Yelahanka,1491.0,3,85.0,3,237
7592,Basaveshwara Nagar,1200.0,2,85.0,2,40
7593,Yelahanka,2088.0,5,110.0,4,237
7594,Hulimavu,581.0,1,29.0,1,108
7595,Others,1296.0,2,70.0,2,184
7596,Others,1125.0,2,55.0,2,184
7597,Electronic City,1275.0,3,70.0,3,77
7598,Kothanur,1095.0,2,55.0,2,150
7599,Old Madras Road,1330.0,2,74.0,2,183
7600,Marathahalli,1135.0,2,60.0,2,165
7601,Whitefield,516.0,1,39.0,1,235
7602,Others,1194.0,2,51.0,2,184
7603,Electronic City,770.0,1,38.0,2,77
7604,Chikkalasandra,1355.0,3,54.2,3,63
7605,Harlur,2569.0,4,175.0,4,94
7606,Bhoganhalli,1707.0,3,115.0,3,47
7607,Sultan Palaya,1070.0,2,49.0,2,216
7608,Whitefield,6000.0,4,410.0,4,235
7609,Tumkur Road,1240.0,2,83.0,3,224
7610,JP Nagar,1300.0,2,91.65,2,113
7611,Ambalipura,1700.0,2,76.0,2,14
7612,Yeshwanthpur,1383.0,2,76.18,3,240
7613,Others,3000.0,4,170.0,5,184
7614,Hulimavu,935.0,2,45.0,2,108
7615,Thigalarapalya,2072.0,4,151.0,3,220
7616,KR Puram,1116.0,2,45.0,2,119
7617,Whitefield,1639.0,3,107.0,3,235
7618,Marathahalli,1839.0,3,130.0,3,165
7619,Others,1300.0,2,63.0,2,184
7620,Horamavu Agara,625.0,1,27.0,1,101
7621,Thanisandra,933.0,1,61.0,1,219
7622,Hosur Road,2289.0,3,180.0,3,107
7623,Ramamurthy Nagar,2316.0,3,125.0,3,198
7624,Electronic City,1005.0,2,39.77,2,77
7625,Horamavu Agara,1080.0,2,38.0,2,101
7626,Vishwapriya Layout,910.0,2,36.0,2,233
7627,Hormavu,1200.0,2,73.0,2,103
7628,Electronic City,1110.0,2,39.9,2,77
7629,Kothanur,1142.0,2,56.0,2,150
7630,2nd Stage Nagarbhavi,4000.0,4,240.0,5,4
7631,AECS Layout,1005.0,2,55.0,2,11
7632,Others,1626.6,3,133.0,3,184
7633,Kothanur,1074.0,2,54.0,2,150
7634,Basavangudi,1230.0,2,80.0,2,39
7635,Electronic City,660.0,1,23.0,2,77
7636,Others,1007.0,2,48.0,2,184
7637,Whitefield,1820.0,3,113.0,3,235
7638,Others,1348.0,2,100.0,2,184
7639,Kasavanhalli,1230.0,2,66.25,2,134
7640,Horamavu Agara,1176.0,2,37.62,3,101
7641,Frazer Town,1200.0,2,78.0,2,80
7642,Others,1298.0,2,65.0,2,184
7643,Kothanur,1285.0,2,60.0,2,150
7644,Electronic City,1644.0,3,92.59,3,77
7645,1st Phase JP Nagar,1205.0,2,85.0,2,2
7646,Raja Rajeshwari Nagar,1270.0,2,62.0,2,194
7647,9th Phase JP Nagar,1240.0,2,39.89,3,10
7648,Jigani,1221.0,3,70.0,3,117
7649,Kanakpura Road,1339.0,2,63.0,2,131
7650,Thigalarapalya,4303.0,5,300.0,4,220
7651,Haralur Road,1315.0,2,85.0,2,93
7652,Raja Rajeshwari Nagar,1250.0,2,68.0,2,194
7653,Bisuvanahalli,850.0,2,27.0,2,50
7654,7th Phase JP Nagar,1600.0,2,110.0,3,8
7655,Electronic City,1250.0,2,62.0,2,77
7656,Others,1312.0,2,56.5,3,184
7657,Kadugodi,3000.0,4,134.0,4,121
7658,Whitefield,1990.0,3,98.0,3,235
7659,Others,760.0,2,38.5,2,184
7660,Kadugodi,1614.0,2,59.0,3,121
7661,Others,1182.0,2,60.1,3,184
7662,Others,1053.0,2,46.29,2,184
7663,Gubbalala,2000.0,3,125.0,3,87
7664,Electronic City Phase II,1940.0,4,116.0,3,78
7665,Hennur Road,1590.0,3,105.0,3,99
7666,Others,1035.0,2,52.79,2,184
7667,Raja Rajeshwari Nagar,1260.0,2,62.0,3,194
7668,Thanisandra,1702.0,3,107.0,3,219
7669,Bisuvanahalli,1080.0,2,65.0,3,50
7670,Kasavanhalli,1189.0,2,45.0,2,134
7671,Tumkur Road,1035.0,2,39.0,2,224
7672,Hennur Road,1200.0,2,36.0,2,99
7673,Yelahanka,1330.0,2,93.65,2,237
7674,Kaggalipura,1210.0,2,65.0,3,123
7675,Chikkalasandra,1350.0,2,54.2,3,63
7676,Kaval Byrasandra,1900.0,2,65.0,3,137
7677,Ambedkar Nagar,1935.0,4,125.0,3,15
7678,Others,1410.0,3,90.0,3,184
7679,Narayanapura,1469.0,2,99.14,2,178
7680,Varthur,986.0,2,30.0,2,227
7681,Others,1460.0,2,87.0,3,184
7682,Chandapura,1345.0,2,39.5,3,59
7683,Panathur,980.0,2,57.0,2,187
7684,Kudlu Gate,1164.0,2,75.0,2,152
7685,Subramanyapura,929.0,1,51.0,2,215
7686,Kundalahalli,1065.0,2,70.0,2,154
7687,Budigere,1747.0,2,56.725,2,56
7688,Electronic City,1020.0,2,30.27,2,77
7689,Yeshwanthpur,672.0,1,36.85,1,240
7690,Brookefield,1746.0,3,115.0,3,55
7691,Thanisandra,1188.0,2,39.0,2,219
7692,Whitefield,3565.0,4,218.0,4,235
7693,Marathahalli,1170.0,2,85.0,2,165
7694,Others,1000.0,2,35.0,2,184
7695,Kasturi Nagar,2507.0,4,155.0,4,135
7696,Babusapalaya,1061.0,2,34.0,2,27
7697,KR Puram,1290.0,2,69.0,2,119
7698,Sarjapur,1200.0,2,42.6,2,203
7699,Bharathi Nagar,1120.0,2,39.29,2,46
7700,Electronic City,418.0,1,12.0,1,77
7701,Sarjapur,1333.0,3,50.0,3,203
7702,Thanisandra,1089.0,1,34.355,1,219
7703,Thanisandra,2030.0,4,125.0,3,219
7704,Balagere,1012.0,2,70.0,2,29
7705,Kudlu,1245.0,2,60.0,3,151
7706,7th Phase JP Nagar,1765.0,3,118.0,3,8
7707,Gottigere,1110.0,2,36.25,2,85
7708,Others,967.0,2,47.8,2,184
7709,Sarjapur,1044.0,2,36.0,2,203
7710,Brookefield,1518.0,3,80.0,3,55
7711,KR Puram,1300.0,2,57.0,3,119
7712,Others,1798.0,3,73.0,3,184
7713,KR Puram,866.28,2,36.38,2,119
7714,Whitefield,3410.0,5,253.0,4,235
7715,Singasandra,1179.0,2,56.0,2,211
